Time,Instance,AvgCPUload,AvgRAM
1605183643,5,63.94,79.48
1605183644,5,66.95,79.5
1605183645,6,67.54,79.5
1605183646,5,57.25,79.52
1605183647,5,61.45,79.5
1605183648,6,60.75,79.52
1605183649,4,58.32,79.52
1605183650,5,60.07,79.51
1605183651,5,62.34,79.49
1605183652,6,61.99,79.5
1605183653,5,60.57,79.52
1605183654,5,64.88,79.55
1605183655,5,64.24,79.55
1605183656,6,67.71,79.57
1605183657,5,68.02,79.55
1605183658,5,63.98,79.55
1605183659,5,59.3,79.57
1605183660,6,60.52,79.55
1605183661,5,61.42,79.54
1605183662,5,66.4,79.55
1605183663,4,64.99,79.55
1605183664,4,64.06,79.55
1605183664,5,62.45,79.55
1605183665,5,62.79,79.55
1605183666,6,65.69,79.55
1605183667,5,67.96,79.56
1605183668,5,65.88,79.57
1605183669,5,66.81,79.57
1605183670,6,67.56,79.55
1605183671,5,64.97,79.54
1605183672,5,67.88,79.53
1605183673,4,64.04,79.53
1605183674,5,63.71,79.56
1605183675,3,60.81,79.56
1605183675,7,61.77,79.56
1605183677,3,61.96,79.55
1605183677,3,64.82,79.52
1605183678,4,62.58,79.52
1605183679,3,66.05,79.52
1605183680,3,66,79.51
1605183680,5,65.09,79.51
1605183681,3,69.01,79.52
1605183682,6,70.23,79.53
1605183683,5,65.63,79.53
1605183684,3,62.96,79.52
1605183685,5,60.03,79.53
1605183686,6,57.97,79.55
1605183687,6,59.77,79.54
1605183688,5,61.91,79.54
1605183689,6,61.52,79.58
1605183690,6,62.28,79.56
1605183691,6,61.38,79.57
1605183692,4,63.84,79.57
1605183693,6,63.18,79.56
1605183694,7,61.38,79.55
1605183695,6,59.15,79.56
1605183696,6,56,79.57
1605183697,5,55.64,79.6
1605183698,7,57.78,79.6
1605183699,6,56.44,79.58
1605183700,5,54.96,79.57
1605183701,6,60.2,79.59
1605183702,5,62.59,79.59
1605183703,7,60.51,79.57
1605183704,5,62.28,79.58
1605183705,5,67.24,79.61
1605183706,7,66.86,79.63
1605183707,6,61.74,79.61
1605183708,5,58.67,79.6
1605183709,7,60.53,79.6
1605183710,6,64.85,79.6
1605183711,5,61.69,79.59
1605183712,8,60.01,79.6
1605183713,7,65.35,79.62
1605183715,8,65.21,79.6
1605183716,4,62.08,79.6
1605183717,5,61.89,79.6
1605183718,5,63.57,79.59
1605183719,7,67.12,79.59
1605183720,6,65,79.6
1605183721,8,62.83,79.6
1605183722,4,62.09,79.6
1605183723,4,62.04,79.59
1605183724,8,63.29,79.59
1605183725,8,63.58,79.58
1605183726,6,67.76,79.59
1605183727,5,68.48,79.6
1605183728,6,65.29,79.6
1605183729,6,63.4,79.59
1605183730,6,65.22,79.59
1605183731,7,61.63,79.59
1605183732,6,61.32,79.59
1605183733,6,63.81,79.6
1605183734,4,64.48,79.58
1605183735,4,64.31,79.57
1605183735,5,63.85,79.57
1605183736,6,61.66,79.57
1605183737,6,60.91,79.58
1605183738,6,62.46,79.59
1605183739,6,63.25,79.58
1605183740,6,65.29,79.6
1605183741,4,63.78,79.58
1605183742,5,65.94,79.59
1605183743,3,66.51,79.59
1605183743,7,65.9,79.59
1605183744,6,65.46,79.6
1605183745,4,66.01,79.6
1605183746,5,63.37,79.6
1605183747,6,64.01,79.6
1605183748,4,67.15,79.58
1605183749,7,66.08,79.58
1605183750,7,68.22,79.6
1605183751,5,70.17,79.63
1605183752,6,71.65,79.62
1605183753,5,70.39,79.6
1605183754,6,71.77,79.59
1605183755,5,72.42,79.6
1605183756,6,67.08,79.61
1605183757,4,67.32,79.62
1605183758,8,67.83,79.62
1605183759,8,65.35,79.6
1605183761,5,62.55,79.59
1605183762,6,62.22,79.59
1605183763,7,62.73,79.62
1605183764,6,71.78,80.12
1605183765,5,90.71,81.31
1605183766,5,83.4,81.86
1605183767,5,95.06,80.62
1605183768,6,99.11,81.71
1605183769,7,99.39,82.51
1605183771,5,96.84,82.44
1605183771,4,95.31,82.53
1605183772,6,98.29,83.5
1605183773,8,100,84.64
1605183774,2,100,84.77
1605183775,7,93.97,84.93
1605183776,3,71.13,85.07
1605183777,6,71.41,85.1
1605183778,5,78.05,85.13
1605183779,7,74.62,85.16
1605183781,7,74.27,85.19
1605183782,7,73.32,85.19
1605183783,3,72.13,85.19
1605183784,7,70.72,85.2
1605183785,5,69.88,85.21
1605183786,6,72.01,85.22
1605183787,8,67.21,85.22
1605183789,3,66.82,85.21
1605183789,6,67.12,85.21
1605183790,5,67.8,85.2
1605183791,6,69.68,85.2
1605183792,5,70.77,85.22
1605183793,2,73.36,85.25
1605183793,5,75.66,85.24
1605183794,7,72.45,85.23
1605183795,6,67.79,85.23
1605183796,5,72.56,85.25
1605183797,4,73.52,85.26
1605183798,5,76.97,85.23
1605183799,5,77.32,85.24
1605183800,4,75.62,85.23
1605183800,5,74.38,85.23
1605183801,5,70.97,85.24
1605183802,5,73.13,85.24
1605183803,5,75.73,85.22
1605183804,8,74.52,85.23
1605183805,4,73.7,85.24
1605183806,4,71.97,85.24
1605183806,5,68.79,85.24
1605183807,5,73.36,85.25
1605183808,6,74.94,85.25
1605183809,6,72.65,85.24
1605183810,4,71.8,85.22
1605183811,2,71.7,85.23
1605183811,7,69.61,85.23
1605183812,4,67.4,85.22
1605183813,4,70.32,85.23
1605183814,5,72.12,85.23
1605183815,6,72.61,85.23
1605183815,5,71.04,85.23
1605183816,7,67.23,85.24
1605183817,7,67.56,85.26
1605183819,6,71.55,85.26
1605183820,5,70.31,85.25
1605183821,4,68.78,85.24
1605183822,4,71.33,85.25
1605183822,3,72.4,85.25
1605183822,5,75.17,85.25
1605183824,8,75.07,85.25
1605183825,6,67.7,85.28
1605183826,6,70.9,85.27
1605183827,8,70.84,85.29
1605183828,2,71.01,85.29
1605183829,8,70.74,85.28
1605183830,9,72.71,85.28
1605183831,3,74.51,85.29
1605183832,8,71.56,85.29
1605183833,6,70.99,85.29
1605183834,5,70.16,85.3
1605183835,9,67.64,85.29
1605183836,1,69.8,85.29
1605183837,9,68.13,85.31
1605183838,9,72.42,85.32
1605183839,2,70.95,85.32
1605183840,8,69.63,85.32
1605183841,4,69.15,85.32
1605183842,8,70.44,85.33
1605183843,5,72.16,85.31
1605183844,2,71.67,85.31
1605183844,4,71.56,85.31
1605183845,8,67.53,85.3
1605183846,5,67.52,85.3
1605183847,7,66.66,85.3
1605183848,4,69.28,85.3
1605183849,6,75.01,85.3
1605183850,7,74.04,85.29
1605183851,3,70.63,85.3
1605183851,5,71.29,85.3
1605183852,6,71.67,85.29
1605183853,6,71.03,85.28
1605183854,4,70.16,85.28
1605183855,7,69.15,85.29
1605183856,4,71.42,85.29
1605183857,9,70.5,85.3
1605183858,7,68.15,85.3
1605183859,9,68.78,85.3
1605183861,2,69.21,85.31
1605183861,6,70.01,85.31
1605183862,8,70.52,85.32
1605183863,5,73.61,85.29
1605183864,6,70.62,85.29
1605183865,5,70.87,85.31
1605183866,7,70.31,85.3
1605183867,5,70.16,85.28
1605183868,9,70.9,85.29
1605183870,5,70.91,85.32
1605183870,5,72,85.31
1605183871,6,71.97,85.3
1605183872,5,71.13,85.31
1605183873,5,67.39,85.32
1605183874,6,68.67,85.32
1605183874,4,71.36,85.32
1605183875,7,72.84,85.31
1605183876,3,72.83,85.31
1605183877,8,70.95,85.31
1605183878,8,74.43,85.32
1605183879,3,72.78,85.35
1605183880,7,69.73,85.36
1605183881,6,66.86,85.35
1605183882,2,67.46,85.35
1605183882,7,67.8,85.34
1605183883,4,67.63,85.33
1605183884,9,68.53,85.34
1605183885,8,71.36,85.36
1605183886,4,68.57,85.34
1605183887,4,63.2,85.36
1605183888,7,67.21,85.35
1605183888,4,71.63,85.37
1605183889,3,71.08,85.37
1605183890,5,72.48,85.37
1605183890,7,71.6,85.34
1605183892,7,67.35,85.33
1605183892,5,67.55,85.33
1605183893,8,68.91,85.33
1605183894,6,70.85,85.33
1605183895,6,66.31,85.33
1605183896,7,68.36,85.34
1605183897,7,67.75,85.34
1605183898,7,68.96,85.34
1605183900,7,69.08,85.35
1605183901,6,75.82,85.84
1605183902,4,85.09,86.48
1605183902,7,88.12,87.34
1605183904,4,94.99,87.2
1605183904,5,97.84,87.03
1605183905,6,99.4,87.82
1605183906,4,98.91,88.33
1605183907,9,97.45,88.22
1605183909,7,94.49,88.2
1605183910,2,98.91,88.96
1605183910,7,100,89.6
1605183912,5,100,90.36
1605183912,6,100,90.43
1605183913,8,95.58,90.66
1605183915,5,83.45,90.78
1605183915,5,80.31,90.81
1605183916,6,77.74,90.87
1605183917,5,76.8,90.92
1605183918,9,75.42,90.92
1605183920,5,75.84,90.92
1605183921,9,78.49,90.93
1605183922,4,75.39,90.95
1605183923,7,74.78,90.95
1605183924,6,74.97,90.95
1605183925,5,73.16,90.95
1605183926,6,72.38,90.94
1605183927,5,74.34,90.95
1605183928,6,72.66,90.95
1605183929,8,72.16,90.96
1605183930,7,74.81,90.96
1605183931,6,71.3,90.94
1605183932,6,72.67,90.95
1605183933,4,79.28,90.95
1605183934,3,77.81,90.95
1605183934,6,76.98,90.94
1605183935,9,77.84,90.95
1605183937,4,76.71,90.95
1605183937,6,80.08,90.97
1605183938,3,82.23,90.96
1605183938,7,80.51,90.95
1605183939,7,79.39,90.95
1605183941,5,76.03,90.96
1605183941,6,73.03,90.97
1605183943,6,74.78,90.97
1605183943,4,74.98,90.98
1605183944,7,74.39,90.98
1605183945,5,74.92,90.98
1605183946,7,73.79,90.96
1605183947,6,76.18,90.95
1605183948,7,76.94,90.95
1605183949,2,79.59,90.96
1605183949,7,79.9,90.97
1605183950,5,77.64,90.97
1605183951,8,76.44,90.96
1605183952,1,73.22,90.95
1605183952,7,71.93,90.96
1605183953,6,71.86,90.96
1605183954,2,74.23,90.97
1605183955,6,75.74,90.97
1605183955,6,80.12,90.97
1605183956,5,80.2,90.96
1605183957,6,74.51,90.96
1605183958,8,74.9,90.95
1605183959,4,69.79,90.97
1605183959,7,68.45,90.97
1605183960,6,70.31,90.95
1605183961,5,73.66,90.95
1605183962,6,75.26,90.96
1605183963,4,77.4,90.95
1605183963,5,78.04,90.95
1605183964,5,80.35,90.96
1605183965,7,77.32,90.96
1605183966,6,75.85,90.98
1605183967,10,76.79,90.98
1605183969,3,75.14,90.98
1605183969,6,75.66,90.98
1605183970,7,78.95,91.02
1605183971,5,79.79,91.04
1605183972,8,78.32,91.02
1605183973,6,80.4,91.01
1605183974,8,77.71,91.01
1605183976,9,76.7,91
1605183977,5,77.21,91.01
1605183978,6,74.68,91.02
1605183979,9,74.06,91.02
1605183980,7,78.67,91.02
1605183981,5,78.32,91.03
1605183982,3,76.84,91.02
1605183983,9,73.78,91.03
1605183984,2,77.24,91.03
1605183984,10,77.24,91.03
1605183986,2,76.22,91.01
1605183986,9,74.4,91.01
1605183987,5,73.38,91.02
1605183988,7,75.12,91.04
1605183989,6,75.88,91.03
1605183990,7,73.65,91.02
1605183991,6,73.96,91.02
1605183992,5,72.34,91.02
1605183993,7,74.24,91.03
1605183994,5,74.13,91.02
1605183995,5,77.69,91.03
1605183996,6,76.31,91.03
1605183997,3,75.28,91.02
1605183997,9,75.31,91.01
1605183999,10,72.16,91.01
1605184000,5,72.06,91.02
1605184001,7,73.5,91.03
1605184002,5,74.96,91.06
1605184003,8,74.65,91.07
1605184004,5,74.19,91.04
1605184005,10,74.34,91.05
1605184007,5,75.71,91.03
1605184007,5,74.2,91.04
1605184008,8,74.32,91.04
1605184009,6,77.47,91.02
1605184010,6,78.56,91.02
1605184011,8,78.14,91.05
1605184012,6,77.91,91.05
1605184013,8,78.16,91.05
1605184014,4,77.54,91.04
1605184015,8,76.07,91.02
1605184016,5,75.69,91.02
1605184017,7,76.42,91.03
1605184018,3,78.18,91.03
1605184018,6,77.04,91.04
1605184019,8,78.81,91.03
1605184020,4,78.17,91.03
1605184021,8,75.94,91.04
1605184022,4,74.12,91.06
1605184023,6,73.36,91.03
1605184023,2,73.21,91.03
1605184024,7,72.06,91.03
1605184025,6,71.04,91.04
1605184026,5,71.67,91.04
1605184026,9,74.8,91.05
1605184027,5,78.35,91.03
1605184028,6,80.08,91.03
1605184029,2,82.45,91.03
1605184029,7,80.12,91.02
1605184030,4,76.29,91.02
1605184030,2,76.02,91.02
1605184031,7,76.45,91.04
1605184032,2,78.54,91.02
1605184032,8,86.82,91.02
1605184033,6,86.82,91.04
1605184034,3,77.81,91.04
1605184034,6,75.15,91.03
1605184035,6,74.1,91.03
1605184036,6,75.11,91.03
1605184037,3,74.71,91.05
1605184037,8,73.17,91.04
1605184038,4,73.36,91.11
1605184039,8,84,91.71
1605184040,10,91.01,93.17
1605184042,2,86.59,94.02
1605184042,4,93.24,93.25
1605184043,10,99.07,92.18
1605184045,4,99.53,93.82
1605184045,6,99.6,93.93
1605184046,7,99.68,93.9
1605184047,6,96.3,93.76
1605184048,3,94.91,93.84
1605184049,8,98.45,94.52
1605184050,9,100,96.01
1605184052,3,100,96.11
1605184052,5,100,96.24
1605184053,10,92.31,96.4
1605184055,4,79.24,96.48
1605184055,4,77.37,96.49
1605184056,6,78.52,96.52
1605184057,5,79.09,96.54
1605184058,3,78.4,96.55
1605184058,7,79.6,96.57
1605184059,4,81.87,96.58
1605184060,8,79.77,96.58
1605184061,7,77.69,96.6
1605184063,4,79.07,96.62
1605184063,4,80.59,96.62
1605184064,4,82.41,96.62
1605184065,6,81.14,96.63
1605184066,7,81.27,96.64
1605184067,5,81.3,96.66
1605184068,8,81.73,96.66
1605184069,6,81.94,96.52
1605184070,10,80.49,96.22
1605184072,1,79.61,96.17
1605184072,7,78.49,96.16
1605184073,6,77.53,96.17
1605184074,7,81.71,96.19
1605184075,5,80.68,96.18
1605184076,8,77.64,96.17
1605184077,6,78.93,96.17
1605184078,6,80.86,96.17
1605184079,7,83.95,96.17
1605184080,7,83.72,96.18
1605184081,9,81.56,96.18
1605184082,3,78.8,96.18
1605184083,9,80.03,96.19
1605184084,5,79.51,96.19
1605184085,8,79.87,96.18
1605184086,5,80.76,96.18
1605184087,7,82.1,96.18
1605184088,2,84.94,96.16
1605184088,10,83,96.16
1605184090,4,79.46,96.17
1605184090,5,79.25,96.17
1605184091,10,78.14,96.18
1605184093,8,81.61,96.17
1605184094,6,85.08,96.17
1605184095,4,85.66,96.16
1605184095,3,85.2,96.16
1605184095,4,83.78,96.15
1605184096,5,84.9,96.16
1605184096,6,84.66,96.16
1605184097,3,83.69,96.16
1605184097,1,80.56,96.21
1605184098,4,81.64,96.19
1605184098,4,81.61,96.19
1605184098,6,84.02,96.17
1605184099,4,80.84,96.16
1605184100,5,81.94,96.16
1605184101,7,81.56,96.17
1605184101,2,82.47,96.17
1605184101,4,86.73,96.16
1605184102,2,86.39,96.15
1605184102,6,87.13,96.15
1605184103,2,89.66,96.17
1605184103,3,88.57,96.16
1605184103,2,88.31,96.17
1605184104,1,86.27,96.22
1605184104,1,86.27,96.22
1605184104,3,87.25,96.18
1605184104,2,87.01,96.18
1605184104,2,86.27,96.18
1605184104,1,86.27,96.17
1605184104,2,85.91,96.18
1605184105,2,83.43,96.17
1605184105,2,83.43,96.17
1605184105,2,83.43,96.17
1605184105,2,82.96,96.18
1605184105,2,82.14,96.17
1605184105,3,81.31,96.17
1605184106,1,79.05,96.22
1605184106,1,79.05,96.22
1605184106,3,79.8,96.2
1605184106,3,79.43,96.21
1605184106,3,79.94,96.21
1605184107,1,84.76,96.17
1605184107,3,82.25,96.19
1605184107,1,84.76,96.19
1605184107,2,84.76,96.18
1605184107,1,84.76,96.19
1605184107,2,84.09,96.19
1605184108,1,82.08,96.19
1605184108,1,82.08,96.19
1605184108,3,82.97,96.2
1605184108,2,82.75,96.2
1605184108,2,82.08,96.21
1605184108,1,81.19,96.19
1605184109,2,81.41,96.19
1605184109,2,81.86,96.19
1605184109,2,81.72,96.18
1605184109,1,81.19,96.17
1605184109,1,81.19,96.17
1605184109,1,81.19,96.17
1605184109,1,81.19,96.17
1605184110,2,79.44,96.19
1605184110,4,81.42,96.18
1605184110,3,81.89,96.19
1605184111,1,83.18,96.21
1605184111,2,82.38,96.2
1605184111,1,82.08,96.19
1605184111,1,82.08,96.19
1605184111,1,82.08,96.19
1605184111,2,79.29,96.2
1605184112,2,79.29,96.2
1605184112,2,78.66,96.2
1605184112,2,78.87,96.22
1605184112,2,79.17,96.22
1605184112,2,83.12,96.21
1605184113,2,83.6,96.22
1605184113,1,85.58,96.21
1605184113,1,83.65,96.2
1605184113,1,83.65,96.2
1605184113,1,83.65,96.2
1605184114,3,83.69,96.18
1605184114,4,82.61,96.19
1605184114,1,81.98,96.22
1605184115,1,81.98,96.22
1605184115,1,76.92,96.17
1605184115,1,76.92,96.17
1605184115,1,76.92,96.17
1605184115,1,76.92,96.25
1605184116,3,78.94,96.22
1605184116,4,81.32,96.18
1605184117,1,79.48,96.19
1605184117,1,79.48,96.19
1605184117,1,79.48,96.19
1605184117,1,75.96,96.17
1605184117,2,76.6,96.18
1605184118,1,74.07,96.18
1605184118,2,74.39,96.18
1605184118,3,74.42,96.18
1605184119,1,82.24,96.18
1605184119,1,82.24,96.18
1605184119,1,82.73,96.17
1605184119,1,82.73,96.17
1605184120,1,77.14,96.23
1605184120,2,78.69,96.21
1605184120,1,78.85,96.19
1605184121,1,78.85,96.22
1605184121,1,82.41,96.18
1605184121,1,82.41,96.18
1605184122,1,82.41,96.18
1605184122,1,83.18,96.2
1605184122,2,82.45,96.2
1605184122,1,83.18,96.2
1605184122,1,83.18,96.26
1605184123,1,83.18,96.26
1605184123,1,83.18,96.26
1605184123,1,80.18,96.17
1605184123,1,80.18,96.17
1605184123,1,80.18,96.17
1605184124,1,80.18,96.19
1605184124,1,80.18,96.19
1605184124,2,77.9,96.18
1605184124,1,75.93,96.16
1605184124,1,75.93,96.16
1605184125,1,75.93,96.17
1605184125,1,77.14,96.19
1605184125,1,77.14,96.19
1605184125,1,75.68,96.21
1605184126,1,75.68,96.21
1605184126,2,81.34,96.18
1605184126,1,84.4,96.17
1605184127,1,91.51,96.21
1605184127,1,91.51,96.21
1605184127,1,74.26,96.2
1605184127,1,74.26,96.2
1605184127,1,74.26,96.2
1605184128,1,74.26,96.24
1605184128,1,77.98,96
1605184128,1,77.98,96
1605184128,2,81.99,96.06
1605184129,1,83.64,95.99
1605184129,1,75.24,95.98
1605184129,1,75.24,95.98
1605184129,1,73.74,96.02
1605184130,1,73.74,96.02
1605184130,1,82.86,96
1605184130,1,82.86,96
1605184130,2,82.22,95.99
1605184131,1,85.19,95.98
1605184131,1,80.95,96.01
1605184131,1,80.95,96.01
1605184131,1,79.25,95.98
1605184132,1,79.63,95.99
1605184132,1,79.63,95.99
1605184132,2,78.84,96.02
1605184132,1,78.18,96.03
1605184133,1,78.18,95.99
1605184133,1,78.18,95.99
1605184133,1,78.18,95.99
1605184133,1,77.78,96
1605184133,1,77.78,96
1605184133,1,77.78,96
1605184134,1,77.78,96
1605184134,1,77.78,96
1605184134,2,77.38,95.99
1605184134,1,77.06,95.99
1605184135,1,82.41,96.01
1605184135,1,82.41,96.01
1605184135,1,75,96.01
1605184135,1,75,96.01
1605184136,1,75.86,96
1605184136,2,77.14,96
1605184136,1,83.02,96
1605184137,1,83.02,96
1605184137,1,83.02,96
1605184137,1,83.64,96.02
1605184137,1,76.92,95.99
1605184138,1,76.92,95.99
1605184138,2,78.36,96.01
1605184138,1,81.73,96.01
1605184138,1,81.73,96.01
1605184139,1,81.73,95.99
1605184139,1,81.73,95.99
1605184139,1,81.73,95.99
1605184139,1,81.9,95.98
1605184139,1,81.9,95.98
1605184140,1,84.55,96
1605184140,1,84.55,96
1605184140,2,83.64,96
1605184140,1,81.98,96
1605184140,1,81.98,96
1605184140,1,81.98,96
1605184141,1,77.27,96
1605184141,1,77.27,96
1605184141,1,77.27,96
1605184141,1,79.63,96.06
1605184141,1,79.63,96.06
1605184142,1,82.08,96.04
1605184142,2,81.16,96.03
1605184142,1,82.08,96.04
1605184142,1,78.5,96.09
1605184142,1,78.5,96.09
1605184143,1,78.5,96.09
1605184143,1,81.55,96.06
1605184143,1,83.5,96.03
1605184143,1,83.5,96.03
1605184144,1,77.36,96.03
1605184144,1,77.36,96.03
1605184144,2,78.79,96.04
1605184144,1,81.48,96.06
1605184144,1,81.48,96.06
1605184145,1,86.92,96.02
1605184145,1,81.31,96.01
1605184146,2,79.72,96.05
1605184146,1,82.57,96.03
1605184146,1,82.57,96.03
1605184146,1,85.58,96.1
1605184147,1,85.58,96.1
1605184147,1,85.58,96.1
1605184147,1,85.58,96.06
1605184148,1,81.13,96.07
1605184148,2,82.24,96.07
1605184148,1,81.13,96.07
1605184148,1,81.13,96.07
1605184148,1,74.11,96.05
1605184149,1,74.11,96.05
1605184149,1,74.11,96.05
1605184149,1,74.11,96.07
1605184149,1,75.23,96.04
1605184150,1,75.23,96.04
1605184150,1,78.7,96.04
1605184150,2,77.12,96.04
1605184151,1,74.31,96.03
1605184151,1,76.15,96.04
1605184151,1,76.15,96.04
1605184151,1,74.31,96.09
1605184151,1,74.31,96.09
1605184152,1,74.31,96.09
1605184152,2,75.41,96.08
1605184152,1,76.04,96.06
1605184152,1,76.04,96.06
1605184153,1,76.04,96.06
1605184153,1,73.27,96.04
1605184153,1,73.27,96.04
1605184153,1,75.47,96.06
1605184154,2,77.75,96.06
1605184154,1,79.44,96.06
1605184154,1,79.44,96.09
1605184154,1,79.44,96.09
1605184155,1,77.48,96.06
1605184155,1,77.48,96.06
1605184156,1,73.33,96.04
1605184156,2,74.77,96.05
1605184156,1,73.33,96.06
1605184156,1,73.33,96.06
1605184156,1,73.33,96.06
1605184157,1,85.05,96.11
1605184157,1,85.05,96.1
1605184157,1,85.05,96.1
1605184157,1,85.05,96.1
1605184158,2,77.54,96.07
1605184158,1,73.79,96.08
1605184158,1,74.29,96.06
1605184159,1,74.29,96.06
1605184159,1,76.92,96.08
1605184159,1,76.92,96.08
1605184159,1,79.63,96.09
1605184160,1,79.63,96.09
1605184160,2,76.95,96.1
1605184160,1,77.48,96.12
1605184161,1,85.19,96.07
1605184161,1,85.19,96.07
1605184161,1,85.19,96.08
1605184162,1,77.57,96.11
1605184162,2,79.73,96.1
1605184162,1,78.3,96.05
1605184163,1,78.3,96.05
1605184163,1,75.73,96.05
1605184163,1,75.73,96.05
1605184163,1,75.73,96.06
1605184163,1,75.73,96.06
1605184164,2,78.61,96.06
1605184164,1,79.82,96.06
1605184165,1,79.82,96.08
1605184165,1,76.64,96.06
1605184165,1,76.64,96.06
1605184165,1,75.23,96.05
1605184165,1,75.23,96.05
1605184166,1,77.78,96.14
1605184166,1,77.78,96.14
1605184166,2,80.86,96.25
1605184167,1,97.03,96.07
1605184167,1,94.17,96.07
1605184167,1,94.17,96.07
1605184168,1,82.86,96.09
1605184168,1,82.86,96.09
1605184168,1,82.86,96.09
1605184168,2,85.34,96.06
1605184169,1,81.73,96.13
1605184169,1,81.73,96.13
1605184169,1,78.85,96.18
1605184169,1,91.18,96.27
1605184170,2,92.11,96.12
1605184170,1,97.03,96.07
1605184171,1,80.19,96.12
1605184171,1,80.19,96.12
1605184171,1,80.19,96.12
1605184171,1,79.82,96.07
1605184171,2,84.53,96.1
1605184172,2,83.92,96.1
1605184174,1,76.58,96.1
1605184175,1,80.73,96.1
1605184176,1,77.15,96.1
